Designator,Footprint,Quantity,Value,LCSC Part #
"U1, U10, U11, U12, U13, U14, U15, U16, U17, U18, U19, U2, U20, U21, U22, U23, U24, U25, U26, U27, U28, U29, U3, U30, U31, U32, U4, U5, U6, U7, U8, U9",LED_WS2816B-2121_2.1x2.1mm,32,WS2816B-2121,C965561
